SourceId;PollingModeId;SlowResponseTimeoutCount;SlowResponseTimeout;FastResponseTimeoutCount;FastResponseTimeout
Domain.PLC_P0035.P0035EA.P0035EA.P0035EA_CPU.P0035EA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035EA.P0035EA.P0035EA_CPU.P0035EA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035EA.P0035EA.P0035EA_CPU.P0035EA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035JAR.P0035JAR.P0035JAR_CPU.P0035JAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035JAR.P0035JAR.P0035JAR_CPU.P0035JAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035JAR.P0035JAR.P0035JAR_CPU.P0035JAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035JC.P0035JC.P0035JC_CPU.P0035JC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035JC.P0035JC.P0035JC_CPU.P0035JC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035JC.P0035JC.P0035JC_CPU.P0035JC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035JD.P0035JD.P0035JD_CPU.P0035JD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035JD.P0035JD.P0035JD_CPU.P0035JD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035JD.P0035JD.P0035JD_CPU.P0035JD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035JE.P0035JE.P0035JE_CPU.P0035JE_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035JE.P0035JE.P0035JE_CPU.P0035JE_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035JE.P0035JE.P0035JE_CPU.P0035JE_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035NAR.P0035NAR.P0035NAR_CPU.P0035NAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035NAR.P0035NAR.P0035NAR_CPU.P0035NAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035NAR.P0035NAR.P0035NAR_CPU.P0035NAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035NBR.P0035NBR.P0035NBR_CPU.P0035NBR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035NBR.P0035NBR.P0035NBR_CPU.P0035NBR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035NBR.P0035NBR.P0035NBR_CPU.P0035NBR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0035.P0035SB.P0035SB.P0035SB_CPU.P0035SB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0035.P0035SB.P0035SB.P0035SB_CPU.P0035SB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0035.P0035SB.P0035SB.P0035SB_CPU.P0035SB_EIPAdapter;SatelliteMode;10;600;10;500
