SourceId;PollingModeId;SlowResponseTimeoutCount;SlowResponseTimeout;FastResponseTimeoutCount;FastResponseTimeout
Domain.PLC_P0037.P0037EA.P0037EA.P0037EA_CPU.P0037EA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037EA.P0037EA.P0037EA_CPU.P0037EA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037EA.P0037EA.P0037EA_CPU.P0037EA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037JAR.P0037JAR.P0037JAR_CPU.P0037JAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037JAR.P0037JAR.P0037JAR_CPU.P0037JAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037JAR.P0037JAR.P0037JAR_CPU.P0037JAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037JC.P0037JC.P0037JC_CPU.P0037JC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037JC.P0037JC.P0037JC_CPU.P0037JC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037JC.P0037JC.P0037JC_CPU.P0037JC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037JD.P0037JD.P0037JD_CPU.P0037JD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037JD.P0037JD.P0037JD_CPU.P0037JD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037JD.P0037JD.P0037JD_CPU.P0037JD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037JE.P0037JE.P0037JE_CPU.P0037JE_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037JE.P0037JE.P0037JE_CPU.P0037JE_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037JE.P0037JE.P0037JE_CPU.P0037JE_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037NAR.P0037NAR.P0037NAR_CPU.P0037NAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037NAR.P0037NAR.P0037NAR_CPU.P0037NAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037NAR.P0037NAR.P0037NAR_CPU.P0037NAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037NBR.P0037NBR.P0037NBR_CPU.P0037NBR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037NBR.P0037NBR.P0037NBR_CPU.P0037NBR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037NBR.P0037NBR.P0037NBR_CPU.P0037NBR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0037.P0037SB.P0037SB.P0037SB_CPU.P0037SB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0037.P0037SB.P0037SB.P0037SB_CPU.P0037SB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0037.P0037SB.P0037SB.P0037SB_CPU.P0037SB_EIPAdapter;SatelliteMode;10;600;10;500
