SourceId;PollingModeId;SlowResponseTimeoutCount;SlowResponseTimeout;FastResponseTimeoutCount;FastResponseTimeout
Domain.PLC_P0038.P0038EA.P0038EA.P0038EA_CPU.P0038EA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038EA.P0038EA.P0038EA_CPU.P0038EA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038EA.P0038EA.P0038EA_CPU.P0038EA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038JAR.P0038JAR.P0038JAR_CPU.P0038JAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038JAR.P0038JAR.P0038JAR_CPU.P0038JAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038JAR.P0038JAR.P0038JAR_CPU.P0038JAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038JC.P0038JC.P0038JC_CPU.P0038JC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038JC.P0038JC.P0038JC_CPU.P0038JC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038JC.P0038JC.P0038JC_CPU.P0038JC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038JD.P0038JD.P0038JD_CPU.P0038JD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038JD.P0038JD.P0038JD_CPU.P0038JD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038JD.P0038JD.P0038JD_CPU.P0038JD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038JE.P0038JE.P0038JE_CPU.P0038JE_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038JE.P0038JE.P0038JE_CPU.P0038JE_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038JE.P0038JE.P0038JE_CPU.P0038JE_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038NAR.P0038NAR.P0038NAR_CPU.P0038NAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038NAR.P0038NAR.P0038NAR_CPU.P0038NAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038NAR.P0038NAR.P0038NAR_CPU.P0038NAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038NBR.P0038NBR.P0038NBR_CPU.P0038NBR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038NBR.P0038NBR.P0038NBR_CPU.P0038NBR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038NBR.P0038NBR.P0038NBR_CPU.P0038NBR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0038.P0038SB.P0038SB.P0038SB_CPU.P0038SB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0038.P0038SB.P0038SB.P0038SB_CPU.P0038SB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0038.P0038SB.P0038SB.P0038SB_CPU.P0038SB_EIPAdapter;SatelliteMode;10;600;10;500
