SourceId;DataCategoryId;PollingModeId;PollingInterval;SlowPollingInterval
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;Data6000ms;FiberMode;6000;15000
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;Data6000ms;RadioMode;30000;30000
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;Data6000ms;SatelliteMode;15000;30000
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;Data3000ms;FiberMode;3000;5000
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;Data3000ms;RadioMode;8000;8000
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;Data3000ms;SatelliteMode;5000;8000
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;Data3000ms;FiberMode;3000;15000
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;Data3000ms;RadioMode;30000;30000
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;Data6000ms;FiberMode;6000;15000
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;Data6000ms;RadioMode;30000;30000
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;Data6000ms;SatelliteMode;15000;30000
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;Data6000ms;FiberMode;6000;15000
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;Data6000ms;RadioMode;30000;30000
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;Data6000ms;SatelliteMode;15000;30000
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;Data1000ms;FiberMode;1000;2000
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;Data1000ms;RadioMode;1000;1000
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;Data1000ms;SatelliteMode;2000;2000
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;Data3000ms;FiberMode;3000;5000
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;Data3000ms;RadioMode;8000;8000
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;Data3000ms;SatelliteMode;5000;8000
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;Data1000ms;FiberMode;1000;2000
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;Data1000ms;RadioMode;1000;1000
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;Data1000ms;SatelliteMode;2000;2000
