SourceId;PollingModeId;SlowResponseTimeoutCount;SlowResponseTimeout;FastResponseTimeoutCount;FastResponseTimeout
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034EA.P0034EA.P0034EA_CPU.P0034EA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034JAR.P0034JAR.P0034JAR_CPU.P0034JAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034JC.P0034JC.P0034JC_CPU.P0034JC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034JD.P0034JD.P0034JD_CPU.P0034JD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034JE.P0034JE.P0034JE_CPU.P0034JE_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034NAR.P0034NAR.P0034NAR_CPU.P0034NAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034NBR.P0034NBR.P0034NBR_CPU.P0034NBR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0034.P0034SB.P0034SB.P0034SB_CPU.P0034SB_EIPAdapter;SatelliteMode;10;600;10;500
