SourceId;PollingModeId;SlowResponseTimeoutCount;SlowResponseTimeout;FastResponseTimeoutCount;FastResponseTimeout
Domain.PLC_P0032.P0032EA.P0032EA.P0032EA_CPU.P0032EA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032EA.P0032EA.P0032EA_CPU.P0032EA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032EA.P0032EA.P0032EA_CPU.P0032EA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032EB.P0032EB.P0032EB_CPU.P0032EB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032EB.P0032EB.P0032EB_CPU.P0032EB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032EB.P0032EB.P0032EB_CPU.P0032EB_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032EC.P0032EC.P0032EC_CPU.P0032EC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032EC.P0032EC.P0032EC_CPU.P0032EC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032EC.P0032EC.P0032EC_CPU.P0032EC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032JA.P0032JA.P0032JA_CPU.P0032JA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032JA.P0032JA.P0032JA_CPU.P0032JA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032JA.P0032JA.P0032JA_CPU.P0032JA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032JAR.P0032JAR.P0032JAR_CPU.P0032JAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032JAR.P0032JAR.P0032JAR_CPU.P0032JAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032JAR.P0032JAR.P0032JAR_CPU.P0032JAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032JC.P0032JC.P0032JC_CPU.P0032JC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032JC.P0032JC.P0032JC_CPU.P0032JC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032JC.P0032JC.P0032JC_CPU.P0032JC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032JD.P0032JD.P0032JD_CPU.P0032JD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032JD.P0032JD.P0032JD_CPU.P0032JD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032JD.P0032JD.P0032JD_CPU.P0032JD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032JFR.P0032JFR.P0032JFR_CPU.P0032JFR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032JFR.P0032JFR.P0032JFR_CPU.P0032JFR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032JFR.P0032JFR.P0032JFR_CPU.P0032JFR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032MA.P0032MA.P0032MA_CPU.P0032MA_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032MA.P0032MA.P0032MA_CPU.P0032MA_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032MA.P0032MA.P0032MA_CPU.P0032MA_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;SatelliteMode;10;600;10;500
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;FiberMode;10;600;10;500
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;RadioMode;10;600;10;500
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;SatelliteMode;10;600;10;500
