SourceId;DataCategoryId;PollingModeId;PollingInterval;SlowPollingInterval
Domain.PLC_P0032.P0032MA.P0032MA.P0032MA_CPU.P0032MA_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;Data3000ms;FiberMode;3000;15000
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;Data3000ms;RadioMode;30000;30000
Domain.PLC_P0032.P0032MB.P0032MB.P0032MB_CPU.P0032MB_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;Data3000ms;FiberMode;3000;15000
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;Data3000ms;RadioMode;30000;30000
Domain.PLC_P0032.P0032MC.P0032MC.P0032MC_CPU.P0032MC_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;Data3000ms;FiberMode;3000;15000
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;Data3000ms;RadioMode;30000;30000
Domain.PLC_P0032.P0032MD.P0032MD.P0032MD_CPU.P0032MD_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;Data3000ms;FiberMode;3000;15000
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;Data3000ms;RadioMode;30000;30000
Domain.PLC_P0032.P0032ME.P0032ME.P0032ME_CPU.P0032ME_EIPAdapter;Data3000ms;SatelliteMode;15000;30000
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;Data1000ms;FiberMode;1000;2000
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;Data1000ms;RadioMode;1000;1000
Domain.PLC_P0032.P0032NAR.P0032NAR.P0032NAR_CPU.P0032NAR_EIPAdapter;Data1000ms;SatelliteMode;2000;2000
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;Data3000ms;FiberMode;3000;5000
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;Data3000ms;RadioMode;8000;8000
Domain.PLC_P0032.P0032NBR.P0032NBR.P0032NBR_CPU.P0032NBR_EIPAdapter;Data3000ms;SatelliteMode;5000;8000
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;Data3000ms;FiberMode;3000;5000
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;Data3000ms;RadioMode;8000;8000
Domain.PLC_P0032.P0032NFR.P0032NFR.P0032NFR_CPU.P0032NFR_EIPAdapter;Data3000ms;SatelliteMode;5000;8000
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;Data1000ms;FiberMode;1000;2000
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;Data1000ms;RadioMode;1000;1000
Domain.PLC_P0032.P0032SB.P0032SB.P0032SB_CPU.P0032SB_EIPAdapter;Data1000ms;SatelliteMode;2000;2000
